1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,1,0.0007
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,3,0.0003
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,4,0.0011
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,5,0.0004
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,6,0.0014
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,7,0.0007
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,8,0.0012
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,9,0.0029
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,10,0.0042
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,11,0.0041
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,12,0.6056
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,13,0.0002
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,14,0.3262
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,15,0.0005
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,17,0.0877
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,20,0.0005
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,22,0.0070
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,24,0.0001
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,26,0.0013
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,27,0.0023
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,28,0.0006
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,29,0.0006
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,30,0.0029
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,34,0.0007
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,36,0.0008
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,37,0.0006
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,38,0.0075
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,41,0.0003
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,43,0.0009
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,45,0.0011
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,46,0.0007
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,47,0.0005
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,48,0.0007
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,49,0.0014
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,51,0.0003
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,52,0.0004
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,54,0.0085
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,56,0.0003
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,57,0.0003
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,58,0.0010
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,59,0.0223
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,60,0.0002
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,61,0.0007
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,62,0.0002
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,63,0.0003
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,64,0.0067
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,65,0.0025
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,66,0.0233
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,67,0.0015
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,68,0.0056
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,69,0.0027
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,70,0.0016
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,72,0.0006
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,73,0.0020
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,74,0.4684
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,76,0.0078
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,77,0.0024
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,78,0.0021
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,79,0.3822
1j20qq1JyX4,0902,0.036,0.098,0.550,0.979,80,0.7067
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,1,0.0010
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,3,0.0003
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,4,0.0016
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,5,0.0001
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,6,0.0009
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,7,0.0003
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,8,0.0005
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,9,0.0019
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,10,0.0022
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,11,0.0081
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,12,0.6499
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,13,0.0001
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,14,0.2941
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,15,0.0006
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,17,0.1202
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,20,0.0002
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,22,0.0038
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,24,0.0001
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,26,0.0008
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,27,0.0025
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,28,0.0003
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,29,0.0009
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,30,0.0014
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,34,0.0004
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,36,0.0006
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,37,0.0007
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,38,0.0044
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,41,0.0003
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,43,0.0005
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,45,0.0006
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,46,0.0004
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,47,0.0005
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,48,0.0011
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,49,0.0010
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,51,0.0001
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,52,0.0002
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,54,0.0084
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,56,0.0002
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,57,0.0003
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,58,0.0005
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,59,0.0167
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,60,0.0001
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,61,0.0006
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,62,0.0001
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,63,0.0003
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,64,0.0026
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,65,0.0029
1j20qq1JyX4,0902,0.443,0.040,0.990,0.989,66,0.0113
